arm,category,band_start,band_end,matched_requests,survival_at_band_start,survival_at_band_end,pure_union,mixed_union,union_reduction_vs_mixed,token_agreement,unique_sequences,pair_count,expert_jaccard,low_token_expert_jaccard,low_token_pair_count,template_echo_union_reduction_delta
single_template,equipment_maintenance_bom,64,160,12,0.6666666666666666,0.0,13.97750525348043,28.960442708333332,0.5173587160165055,0.02457110173423801,12,66,0.1494240537162503,0.14331331345362722,56,
single_template,erp_structured_analytics,64,160,12,1.0,1.0,40.92112847222222,28.960442708333332,-0.4130007916090046,0.01568316690861063,12,66,0.10491109247286778,0.10321247805684482,64,
single_template,office_legal,64,160,12,0.3333333333333333,0.0,9.79583666267146,28.960442708333332,0.661751142365903,0.07337345020601352,12,66,0.2740436666391407,0.2261824631572233,30,
single_template,tool_agent,64,160,12,0.25,0.08333333333333333,11.821401806492327,28.960442708333332,0.5918086637850073,0.017966116459018903,12,66,0.1354303120507927,0.12583160782595756,56,
single_template,dcs_process_diagnostics,160,384,12,0.5833333333333334,0.0,15.264794898918666,14.240334309795456,-0.07194076816149719,0.039184819231424826,12,66,0.14567433410413316,0.1327539393895874,52,
single_template,document_rag,160,384,12,1.0,0.0,17.5033010109346,14.240334309795456,-0.22913554065192532,0.014077847346010525,12,66,0.14577622599309548,0.1449476244772246,65,
single_template,equipment_maintenance_bom,160,384,12,0.0,0.0,nan,14.240334309795456,nan,0.02457110173423801,12,66,0.1494240537162503,0.14331331345362722,56,
single_template,erp_structured_analytics,160,384,12,1.0,0.16666666666666666,30.792141532944328,14.240334309795456,-1.1623187253239857,0.01568316690861063,12,66,0.10491109247286778,0.10321247805684482,64,
single_template,office_legal,160,384,12,0.0,0.0,nan,14.240334309795456,nan,0.07337345020601352,12,66,0.2740436666391407,0.2261824631572233,30,
single_template,tool_agent,160,384,12,0.08333333333333333,0.0,8.0,14.240334309795456,0.43821543610130953,0.017966116459018903,12,66,0.1354303120507927,0.12583160782595756,56,
